"",".id","intervention_costs","standard_costs","intervention_qol","standard_qol","inc.cost","inc.qol","NMB"
"446",446,93934788.1325732,81629027.6113649,9787.41391036637,8286.02103631227,12305760.5212083,1501.3928740541,17722096.9598737
"447",447,91515100.011052,75254299.2151321,7318.13420468615,6390.95052207806,16260800.7959199,927.183682608091,2282872.85624193
"448",448,23166044.5469138,16789894.3615731,7232.31684586123,5977.81748311617,6376150.18534067,1254.49936274506,18713837.0695606
"449",449,70862847.7816738,60381667.2208304,7898.55315167425,6721.24600075384,10481180.5608434,1177.30715092041,13064962.4575649
"450",450,-19332764.5305848,-14645650.424355,7233.57248690128,6295.99797462276,-4687114.10622979,937.574512278521,23438604.3518002
"451",451,-30438675.1349858,-25516122.9389237,14212.5835197602,11477.2180139487,-4922552.19606216,2735.36550581145,59629862.3122911
"452",452,-126315247.666048,-104192854.211565,9211.94713143906,7920.36419843689,-22122393.4544833,1291.58293300218,47954052.1145268
"453",453,-98056168.3388856,-82496466.5528969,11480.028175013,9884.52738335264,-15559701.7859887,1595.50079166038,47469717.6191964
"454",454,-125222285.112426,-99570955.6772798,10969.2083838614,9207.40493917231,-25651329.4351466,1761.80344468904,60887398.3289275
"455",455,12874250.0131542,9771916.88558969,8795.61614021425,7498.41744909327,3102333.12756451,1297.19869112098,22841640.6948551
"456",456,-12903514.8005816,-1572303.48429144,9406.37973516239,7168.73036581899,-11331211.3162902,2237.6493693434,56084198.7031582
"457",457,-40219930.4668536,-38771491.9755535,6503.4687072895,5402.48974054737,-1448438.49130005,1100.97896674214,23468017.8261428
"458",458,22290629.2951068,19634003.310189,9912.33813375356,8311.84867304087,2656625.98491776,1600.48946071269,29353163.2293361
"459",459,-25023681.697226,-23220594.6298139,12414.856964896,9994.22600915758,-1803087.06741206,2420.6309557384,50215706.1821801
"460",460,-56423629.8926784,-47596394.1247706,11196.7059000496,9720.39554265011,-8827235.76790784,1476.3103573995,38353442.9158978
"461",461,-90071821.9719314,-76008024.6547805,7725.17085057299,6509.23151412991,-14063797.3171509,1215.93933644308,38382584.0460125
"462",462,-19708182.4912369,-17132850.9194193,9572.04241071578,7952.11709131074,-2575331.57181759,1619.92531940505,34973837.9599185
"463",463,-14404971.9979726,-9257817.90818737,9662.40603311618,8197.37581002072,-5147154.08978521,1465.03022309545,34447758.5516943
"464",464,-151226793.819274,-122304887.881808,8895.5054015002,7524.30268380121,-28921905.9374658,1371.202717699,56345960.2914458
"465",465,-68125654.1450846,-39710563.2727452,7657.7490720194,6254.26521922783,-28415090.8723394,1403.48385279156,56484767.9281706
"466",466,-131847878.563747,-92248702.221327,10558.9394049766,8535.41744181279,-39599176.3424198,2023.52196316384,80069615.6056965
"467",467,-38223849.7950118,-35253964.0279596,9491.11786413599,7908.91153268038,-2969885.76705215,1582.20633145561,34614012.3961643
"468",468,-17392558.8366036,-16620330.3687892,13010.2523582334,10622.719517142,-772228.467814377,2387.53284109137,48522885.2896417
"469",469,-7173895.32829101,-6894649.48023174,9128.52302264662,7798.12365636226,-279245.848059264,1330.39936628436,26887233.1737464
"470",470,-90606367.0119902,-77536628.8490925,9954.09719662371,8840.81921904611,-13069738.1628978,1113.27797757761,35335297.7144499
"471",471,-82404972.1562182,-66582555.3878963,10926.5164970202,9077.60880753348,-15822416.7683219,1848.90768948671,52800570.5580561
"472",472,170237564.711537,147411113.320663,10391.1313530377,8544.66083256688,22826451.3908735,1846.4705204708,14102959.0185426
"473",473,-50032627.0534327,-33770391.2544653,9492.34128158227,7481.77969489736,-16262235.7989674,2010.56158668492,56473467.5326657
"474",474,-74300391.5541088,-62398803.5017967,9568.73176304814,8081.24851195237,-11901588.0523121,1487.48325109577,41651253.0742276
"475",475,-112171202.519318,-80116356.8495298,12316.6528035994,9719.86701205255,-32054845.6697885,2596.78579154683,83990561.500725
"476",476,-49610649.283894,-43163234.0504553,9539.98926330899,8222.14006509292,-6447415.23343866,1317.84919821607,32804399.1977601
"477",477,-1034398.9088267,10499281.0080759,6693.84356277785,5132.62142742778,-11533679.9169027,1561.22213535007,42758122.6239041
"478",478,144211790.423732,124526281.78854,8199.47647899801,7135.46785251461,19685508.6351914,1064.0086264834,1594663.89447667
"479",479,-149612664.907011,-99431193.5948241,9611.6026694252,7311.27728985477,-50181471.3121867,2300.32537957043,96187978.9035954
"480",480,36906860.1979646,30180972.2103869,9684.1077938656,8242.30117121257,6725887.9875777,1441.80662265302,22110244.4654828
"481",481,-165579384.009195,-136698564.376724,8394.99639775792,7307.58373170564,-28880819.6324708,1087.41266605228,50629072.9535163
"482",482,-125891881.35006,-96829191.1135179,11631.5099411645,9602.71752712576,-29062690.2365422,2028.79241403872,69638538.5173166
"483",483,-43408303.3945909,-34490706.7251821,7667.28768830351,6644.79817703269,-8917596.66940875,1022.48951127082,29367386.8948252
"484",484,-109323963.106718,-90171530.513014,8656.29988451849,7033.45524518444,-19152432.5937044,1622.84463933405,51609325.3803854
"485",485,-56760831.2869974,-39612362.5283452,11022.871951461,8514.28499359987,-17148468.7586522,2508.58695786115,67320207.9158752
"486",486,-75841026.5253768,-67403491.0716488,9043.56920747486,7606.59689924844,-8437535.45372801,1436.97230822642,37176981.6182563
"487",487,10747431.7207392,7524054.05812548,9871.18411806545,8545.79998590503,3223377.66261369,1325.38413216042,23284304.9805948
"488",488,6380039.05806377,5537993.59304021,8117.84498419982,6894.17010881572,842045.465023556,1223.6748753841,23631452.0426584
"489",489,-18045830.2120733,-18141500.689951,9218.05223745785,7712.52188864409,95670.4778777473,1505.53034881376,30014936.4983975
"490",490,-16817531.5616073,-12165759.6042464,7705.85418526474,6572.45408627793,-4651771.95736083,1133.40009898681,27319773.9370971
"491",491,-105648601.163032,-83551145.3297569,9687.59672564987,8055.05955272772,-22097455.8332748,1632.53717292215,54748199.2917179
"492",492,-118921877.729303,-100899647.466751,7987.46407856529,6884.63495490982,-18022230.2625525,1102.82912365547,40078812.7356619
"493",493,-80416851.1921745,-62252419.4056309,11943.8931540375,9643.48803049769,-18164431.7865435,2300.40512353977,64172534.257339
"494",494,-33641012.5441129,-27735860.0759673,8312.95791340049,7170.65477192263,-5905152.46814567,1142.30314147785,28751215.2977027
"495",495,9026624.10438197,8588284.03186144,9046.40895504833,7882.69489126682,438340.072520528,1163.71406378151,22835941.2031098
"496",496,-219346959.641231,-161513474.14837,11915.2878918853,9967.22917727222,-57833485.4928606,1948.05871461312,96794659.7851231
"497",497,-114895391.92275,-86160179.535567,9954.78818482145,8307.29102521595,-28735212.3871826,1647.4971596055,61685155.5792926
"498",498,-186464432.126363,-155507402.02094,10052.9086592364,8530.27348757707,-30957030.105423,1522.63517165928,61409733.5386086
"499",499,48294291.2879164,40557542.8626388,9662.84673343083,7586.10904913804,7736748.42527766,2076.73768429279,33798005.2605781
"500",500,-14596514.50605,-5704029.3772851,10475.0568312131,8875.91557635791,-8892485.1287649,1599.14125485516,40875310.2258681
"501",501,-54154402.507869,-42048602.6698607,8559.52310246952,7359.281586575,-12105799.8380083,1200.24151589452,36110630.1558988
"502",502,-69259430.3355035,-51176307.7983117,10972.8756518908,9238.05189377064,-18083122.5371918,1734.82375812014,52779597.6995946
"503",503,-59135830.5338966,-45030514.1970931,10737.5999167906,9122.99009826894,-14105316.3368035,1614.6098185217,46397512.7072376
"504",504,141426948.965358,121611291.800698,8178.85703700577,7002.75515805842,19815657.1646603,1176.10187894735,3706380.41428683
"505",505,-27590896.4991058,-24091901.9241279,9936.89881870044,8466.14687188425,-3498994.57497795,1470.75194681619,32914033.5113018
"506",506,-15052837.4502837,-16565416.6250831,5232.68953537296,4387.40187704053,1512579.17479936,845.287658332434,15393173.9918493
"507",507,-134637213.610874,-108185313.619927,8015.5490925322,6750.44089970475,-26451899.9909467,1265.10819282745,51754063.8474957
"508",508,-92318445.170579,-79229836.6172094,5379.75002200921,4501.33850266266,-13088608.5533696,878.41151934655,30656838.9403006
"509",509,-20305614.5039723,-12354222.5779838,7257.69284845213,6046.99028953147,-7951391.92598849,1210.70255892066,32165443.1044017
"510",510,-44753755.8324679,-35313484.8417458,8272.30096837236,6928.68737354801,-9440270.99072216,1343.61359482435,36312542.8872092
"511",511,-55391799.2293877,-47369970.2702965,8653.20755173489,7185.17673826064,-8021828.95909116,1468.03081347425,37382445.2285762
"512",512,45815925.7414365,44186724.3255495,7524.37864959474,6365.85842049286,1629201.41588696,1158.52022910188,21541203.1661506
"513",513,14532372.1242273,11360545.6092524,7297.68649113468,6334.47640265361,3171826.51497488,963.210088481073,16092375.2546466
"514",514,-106873062.237168,-87333684.2633662,8446.2177702604,7243.22829215464,-19539377.973802,1202.98947810576,43599167.5359172
"515",515,-28244105.0349685,-22718173.74393,9396.52408375918,8188.35497820939,-5525931.29103851,1208.16910554979,29689313.4020344
"516",516,-78258987.3698522,-59639598.942088,9684.241121655,7813.02080167187,-18619388.4277641,1871.22031998313,56043794.8274267
"517",517,-309601253.91632,-242605851.148757,11671.8220273008,9908.77649575482,-66995402.7675627,1763.04553154598,102256313.398482
"518",518,-38442331.0278768,-34197962.434098,7843.73706093591,6884.07932949036,-4244368.59377875,959.657731445549,23437523.2226897
"519",519,-182183783.87283,-148033501.019492,9648.98954050704,8304.05235424486,-34150282.853338,1344.93718626218,61049026.5785815
"520",520,22102532.8557844,23448142.6002143,7630.08712811936,6485.35072681422,-1345609.74442994,1144.73640130514,24240337.7705328
"521",521,24741920.3897718,28902948.0931256,10928.6293390802,9213.00722114486,-4161027.70335385,1715.62211793539,38473470.0620616
"522",522,20629156.0569092,17232314.6102487,8848.11580173585,7116.37379678493,3396841.44666046,1731.74200495092,31237998.6523579
"523",523,-79559378.1261909,-58369722.3864696,11519.4531093838,9115.9744231404,-21189655.7397213,2403.47868624339,69259229.4645891
"524",524,-130796737.261498,-108479691.908169,7999.11562693318,6957.64976473372,-22317045.3533297,1041.46586219946,43146362.5973189
"525",525,-115228594.603466,-85219608.6730347,10224.6497925206,8483.73627893812,-30008985.9304312,1740.91351358247,64827256.2020805
"526",526,-56183694.2063352,-49055783.1858274,7471.87353847045,6351.45573422448,-7127911.02050787,1120.41780424597,29536267.1054273
"527",527,62006026.971277,54268604.6223163,7368.44606994115,6499.66410803057,7737422.34896075,868.781961910585,9638216.88925095
"528",528,103721884.779709,84012740.2874856,7202.58567960613,5929.11355318583,19709144.4922238,1273.4721264203,5760298.03618226
"529",529,-43803417.4055402,-37114404.2267115,7086.38858437418,6162.23157866816,-6689013.17882863,924.157005706023,25172153.2929491
"530",530,-125627454.356214,-102623400.633726,7938.25853228427,6921.412131877,-23004053.7224881,1016.84640040727,43340981.7306335
"531",531,-75958280.4369901,-66989069.4243455,9704.83608579001,7927.09529361671,-8969211.01264454,1777.7407921733,44524026.8561106
"532",532,6085453.80767514,2708331.44252178,11257.5698180213,9731.52970026678,3377122.36515336,1526.04011775448,27143679.9899363
"533",533,-16012535.680205,-13560577.6364368,8482.83209840053,7160.20484973434,-2451958.04376821,1322.62724866619,28904503.017092
"534",534,-141941865.602702,-111893642.290331,8093.84994855447,6937.98178872932,-30048223.3123705,1155.86815982515,53165586.5088735
"535",535,155888102.571919,136850513.319436,8689.11664238964,7456.96310530794,19037589.2524829,1232.1535370817,5605481.48915112
"536",536,-147331355.377676,-95181725.7048853,10604.9166815227,8437.30396509509,-52149629.6727909,2167.61271642759,95501884.0013427
"537",537,-60241432.5871675,-53720102.9323384,5693.21932534921,4914.30868123762,-6521329.65482913,778.910644111594,22099542.537061
"538",538,63494757.5152544,46798922.8941624,7012.48931997975,5794.12864700921,16695834.6210919,1218.36067297054,7671378.83831888
"539",539,-17544281.5457808,-13853834.1835888,9934.63151315165,8357.04023407834,-3690447.36219201,1577.59127907332,35242272.9436583
"540",540,-27064992.4916853,-17513776.9839223,10858.0199443469,9036.75703664664,-9551215.50776303,1821.26290770027,45976473.6617685
"541",541,-19045066.3422032,-21317218.7726055,10947.3485747455,9301.7075029265,2272152.43040229,1645.641071819,30640669.0059777
"542",542,-2425087.80008599,-202654.603028647,10527.6917365114,8657.04260626489,-2222433.19705734,1870.64913024647,39635415.8019867
"543",543,17709160.7020203,19523016.563875,12869.3102343939,10227.1926794593,-1813855.86185477,2642.11755493462,54656206.9605472
"544",544,-82370431.3129755,-67162088.0321218,9707.03936151938,8202.11512613347,-15208343.2808536,1504.92423538591,45306827.9885718
"545",545,-53787413.3084511,-36644538.6547649,11513.2510718403,9650.16929128243,-17142874.6536861,1863.0817805579,54404510.2648442
"546",546,-174662845.639874,-127863271.144789,9048.9159088021,7202.25582248241,-46799574.4950854,1846.66008631968,83732776.2214791
"547",547,-13965280.5926045,-11413814.9978246,8128.3465173034,6944.05273597856,-2551465.59477993,1184.29378132484,26237341.2212768
"548",548,-83353259.2769464,-65619151.2629538,10957.5564469932,9106.18974535237,-17734108.0139925,1851.36670164082,54761442.0468089
"549",549,-102706337.732694,-83735175.8375196,9571.25779612816,7916.97357217175,-18971161.8951742,1654.28422395641,52056846.3743024
"550",550,-149335269.034806,-118787085.713676,9559.48022222221,8268.45505430079,-30548183.3211304,1291.02516792142,56368686.6795589
"551",551,43569990.661698,40875834.3502033,11032.5050997612,8992.10861693082,2694156.31149472,2040.39648283042,38113773.3451137
"552",552,-152953891.218468,-119053921.502378,10973.0181581738,9086.84352983108,-33899969.7160899,1886.17462834277,71623462.2829452
"553",553,-104395839.867696,-83755374.0870248,8672.95694062536,6963.99873138377,-20640465.7806707,1708.95820924159,54819629.9655026
"554",554,-103604182.940426,-81689087.3352721,6963.84894106535,5912.91950042027,-21915095.605154,1050.92944064508,42933684.4180556
"555",555,-68248706.1083165,-57992920.7706668,11100.6994073811,9114.44096175342,-10255785.3376497,1986.25844562764,49980954.2502024
"556",556,-84461046.6587553,-57649646.8278527,8778.95289702701,6920.89794902784,-26811399.8309027,1858.05494799917,63972498.7908861
"557",557,-42626574.4361477,-32957720.2200359,9042.97406116427,7816.22808251848,-9668854.2161119,1226.74597864579,34203773.7890278
"558",558,-9779823.85690379,-5263268.91424391,9791.62201253478,8326.5909538323,-4516554.94265988,1465.03105870248,33817176.1167095
"559",559,-160172027.947208,-129922677.760981,11091.0737567975,9343.28799699009,-30249350.1862271,1747.78575980745,65205065.3823761
"560",560,-5095866.5689995,-8241820.75464594,13638.0011356188,10874.6577134362,3145954.18564644,2763.34342218257,52120914.258005
"561",561,19293623.9472134,17436641.0234502,8603.39211736203,7221.77602481241,1856982.92376317,1381.61609254962,25775338.9272292
"562",562,96343721.2974169,86900001.8505565,8093.89335929143,7008.99437272064,9443719.44686042,1084.89898657079,12254260.2845554
"563",563,-61669583.4025265,-47821717.0842009,7332.95738232119,6022.46224817209,-13847866.3183256,1310.4951341491,40057769.0013076
"564",564,-88430436.9525476,-62885695.2441743,10302.2955262673,7903.3142343543,-25544741.7083733,2398.98129191302,73524367.5466338
"565",565,-162118326.347957,-131143374.126616,9119.13035679607,7828.43369029861,-30974952.2213407,1290.69666649745,56788885.5512898
"566",566,84981779.7394884,74564633.0635148,8438.47547325224,7454.39616288713,10417146.6759737,984.079310365103,9264439.53132841
"567",567,-115141891.123825,-93637272.0798263,8389.14735182274,7258.94506457527,-21504619.0439988,1130.20228724747,44108664.7889482
"568",568,48927762.2173352,40815473.8348475,5229.75856275102,4604.39698952131,8112288.3824877,625.361573229717,4394943.08210663
"569",569,14675648.6223868,14708250.2250295,9042.34609468729,7017.63867920864,-32601.6026426926,2024.70741547865,40526749.9122157
"570",570,58829449.9505356,52618323.7509817,8448.05255597368,7246.59261594014,6211126.19955381,1201.45994003354,17818072.6011169
"571",571,-52664168.4903725,-39714830.3552403,7983.36688534434,6589.07125464928,-12949338.1351322,1394.29563069507,40835250.7490336
"572",572,-74787248.7990238,-59681470.9644022,10937.7920873492,9038.12169843282,-15105777.8346216,1899.67038891638,53099185.6129492
"573",573,-22273848.9070126,-15942956.8536266,8170.80353435661,6855.55879992191,-6330892.05338592,1315.2447344347,32635786.7420799
"574",574,38678162.1306917,36771402.7203318,8585.20688204255,7065.66884223309,1906759.41035989,1519.53803980946,28484001.3858294
"575",575,-51258472.4130315,-46217363.9524168,7251.28714677646,5944.78064109751,-5041108.46061472,1306.50650567895,31171238.5741938
"576",576,-111964109.801029,-90267080.7812897,9543.83104871251,8078.79699336647,-21697029.0197388,1465.03405534604,50997710.1266597
"577",577,-124610323.324762,-87282521.4851801,10438.0671819965,8737.72274275852,-37327801.839582,1700.34443923802,71334690.6243423
"578",578,-46437287.8882537,-38463456.6305735,9435.31795698509,7997.94960647757,-7973831.25768019,1437.36835050751,36721198.2678304
"579",579,-53656432.0813399,-44675017.8322639,8007.57114537166,6758.75177249583,-8981414.24907595,1248.81937287583,33957801.7065925
"580",580,-70549912.0321212,-57844528.2737046,11340.0847369537,9134.54194546957,-12705383.7584167,2205.54279148414,56816239.5880994
"581",581,23982167.0743874,16088881.0831394,9249.4933627921,7641.75281537643,7893285.99124796,1607.74054741567,24261524.9570655
"582",582,38264134.5156973,31711121.2973506,8009.84610654895,7062.81132443109,6553013.21834666,947.034782117858,12387682.4240105
"583",583,-104068941.242015,-87359678.3226587,8923.62560721476,7584.92019613306,-16709262.9193559,1338.70541108169,43483371.1409898
"584",584,28548533.0644656,26015735.6820353,6043.04537023661,5235.32269494169,2532797.38243025,807.722675294922,13621656.1234682
"585",585,16715840.008259,14723301.422818,8380.0291723275,7333.06795147006,1992538.58544107,1046.96122085744,18946685.8317077
"586",586,141878170.56765,118242847.49081,8444.83358731002,6875.89276165445,23635323.0768401,1568.94082565557,7743493.43627128
"587",587,37369560.9417858,33214100.1120356,11146.8048833897,8420.73988505742,4155460.82975018,2726.06499833231,50365839.1368961
"588",588,37581686.0788117,33844301.6459499,8055.54064351372,6808.63828822521,3737384.4328618,1246.90235528851,21200662.6729083
"589",589,-186658173.827398,-138108122.824882,8180.84093268765,6719.91151144416,-48550051.0025162,1460.92942124348,77768639.4273859
"590",590,-161416576.757422,-134972103.117816,9623.25633462343,8484.74562197974,-26444473.6396059,1138.51071264369,49214687.8924798
"591",591,-121531886.388537,-105137355.663501,8923.82181855906,7207.28398367985,-16394530.7250366,1716.53783487921,50725287.4226209
"592",592,-3513832.10542737,-697638.908413721,10571.354737526,9180.77142136138,-2816193.19701365,1390.58331616465,30627859.5203067
"593",593,-64879690.8119071,-57342786.5576564,10763.5818076443,8717.52935561985,-7536904.25425071,2046.0524520245,48457953.2947407
"594",594,-131160586.293661,-100215365.150198,10884.3022391451,8968.06376768212,-30945221.1434628,1916.23847146298,69269990.5727224
"595",595,-10339086.717168,-8422162.58856551,11464.3314765932,9761.1960245437,-1916924.12860244,1703.13545204951,35979633.1695926
"596",596,-74085304.8472991,-60416957.1483049,5906.89364258339,5139.56449325261,-13668347.6989942,767.329149330778,29014930.6856098
"597",597,24341394.8213091,21502761.556502,10448.614574598,8623.75632110568,2838633.26480713,1824.85825349236,33658531.80504
"598",598,-54097615.0083258,-42286034.4587883,11386.3345096226,9815.2438099446,-11811580.5495375,1571.09069967796,43233394.5430966
"599",599,108958342.743347,95820344.5704356,8967.33221804361,7628.84162381789,13137998.1729112,1338.49059422572,13631813.7116032
"600",600,-121985603.081336,-98392626.1545484,9325.35054009088,7533.09463117155,-23592976.9267874,1792.25590891932,59438095.1051739
"601",601,-27604600.3914555,-32803311.372236,8563.0838392371,7081.10949511762,5198710.98078057,1481.97434411947,24440775.9016089
"602",602,-218375581.044128,-174976478.934052,11176.2342233805,9349.19161413536,-43399102.1100758,1827.0426092451,79939954.2949778
"603",603,-98113143.4278874,-82579652.637312,10216.8013174881,8615.89871409222,-15533490.7905754,1600.90260339592,47551542.8584938
"604",604,-129536774.831595,-103704847.94343,11123.0555462303,9060.85497942216,-25831926.8881652,2062.20056680809,67075938.2243271
"605",605,-60105996.6021997,-47187068.9906175,9220.63612219033,7704.52204121533,-12918927.6115822,1516.114080975,43241209.2310821
"606",606,5338850.233167,5852892.93565733,7199.97618937482,6099.2434315864,-514042.702490333,1100.73275778842,22528697.8582588
"607",607,-110134993.41359,-79944673.823205,7956.02659558068,6550.27557969498,-30190319.5903849,1405.7510158857,58305339.9080989
"608",608,-65440040.4929007,-45601549.9439059,8084.89053732339,6931.28142870954,-19838490.5489948,1153.60910861386,42910672.7212719
"609",609,-46472471.7347392,-35305146.1062823,9250.64104098723,7841.28230336409,-11167325.6284569,1409.35873762314,39354500.3809198
"610",610,-53064525.8826963,-38680234.8325183,9621.0027544566,7924.00745564749,-14384291.050178,1696.99529880911,48324197.0263602
"611",611,-88781817.1270081,-60383244.5757836,10539.9102302211,8594.75583993446,-28398572.5512244,1945.15439028662,67301660.3569568
"612",612,-6184677.45532627,-5791294.36046453,7979.05191433687,6957.54707420833,-393383.094861739,1021.50484012853,20823479.8974324
"613",613,-115659035.500449,-74571654.8685135,10974.3100733157,8533.36023199762,-41087380.631936,2440.94984131805,89906377.458297
"614",614,-197173471.315919,-158548666.624415,12543.4889917571,10465.0756011963,-38624804.6915043,2078.41339056089,80193072.502722
"615",615,-2906537.96019083,-3012359.31784368,9380.676962951,7890.85082998312,105821.357652847,1489.82613296789,29690701.3017049
"616",616,10185099.989631,10138099.7627451,11305.4806314385,9064.15772682907,47000.2268858962,2241.32290460944,44779457.8653029
"617",617,-91887735.6557599,-81816281.7935444,8981.70386012009,7730.52302930253,-10071453.8622155,1251.18083081756,35095070.4785667
"618",618,-161570400.455797,-128607437.907235,10941.9815609276,9108.02675513015,-32962962.5485618,1833.95480579749,69642058.6645117
"619",619,8236717.00349849,9630624.23971212,7380.28879163792,6337.33397763927,-1393907.23621362,1042.95481399865,22253003.5161867
"620",620,18925805.9336479,17647372.8468099,6215.28119604401,5201.83858991359,1278433.08683801,1013.44260613042,18990419.0357703
"621",621,-6978411.87498712,-11175552.6421291,7635.3613112014,6528.11830242673,4197140.76714197,1107.24300877467,17947719.4083513
"622",622,32450473.7432114,34210365.0067264,5310.18090855516,4617.87816932949,-1759891.26351496,692.302739225664,15605946.0480282
"623",623,-1029622.16951002,-1919423.70627759,7669.35967215532,6510.13895379628,889801.536767569,1159.22071835904,22294612.8304132
"624",624,14028168.8131108,14760151.1420872,9607.30034427818,7434.83375847632,-731982.328976378,2172.46658580187,44181314.0450137
"625",625,-190478947.796966,-152730593.151407,11130.4793940641,9208.01182540402,-37748354.6455593,1922.46756866005,76197706.0187604
"626",626,30563946.2826088,30198616.6428808,10467.8643517454,9124.93785795536,365329.639728088,1342.92649379,26493200.236072
"627",627,-144767493.740287,-117540724.417846,8735.84169401024,6921.8009749559,-27226769.3224415,1814.04071905434,63507583.7035284
"628",628,-73445953.4801113,-51212894.0362661,9432.26681537698,7667.24938715821,-22233059.4438451,1765.01742821877,57533408.0082205
"629",629,174427.104408996,6928078.73113787,8931.71313941022,7386.3970863712,-6753651.62672888,1545.31605303902,37659972.6875093
"630",630,-96410542.3577241,-79715917.8709611,9581.46251995173,8325.42553280812,-16694624.4867631,1256.03698714361,41815364.2296353
"631",631,-68346830.3849681,-59124139.2339595,11410.1423067578,9169.97842269239,-9222691.15100864,2240.16388406546,54025968.8323179
"632",632,-183469896.891859,-149237273.025391,13378.4827924773,11263.1826506857,-34232623.8664682,2115.30014179157,76538626.7022996
"633",633,23904828.9433959,23779557.769287,11044.9432363014,8968.61175343051,125271.174108908,2076.33148287085,41401358.4833081
"634",634,-152320158.751847,-114042499.227077,10205.415938877,7945.5631976303,-38277659.5247698,2259.85274124671,83474714.349704
"635",635,-62599703.7614813,-49799312.8667208,9457.67723285191,8028.51023548723,-12800390.8947605,1429.16699736467,41383730.842054
"636",636,-56348071.1015943,-44391771.4621814,9560.07597396178,7950.5657257178,-11956299.6394129,1609.51024824398,44146504.6042925
"637",637,-8238674.84972378,-11700427.132506,8388.96538629253,7113.04555826644,3461752.28278219,1275.91982802608,22056644.2777395
"638",638,36094887.382983,34027520.8643668,11324.9527336629,9252.12236137058,2067366.51861619,2072.8303722923,39389240.9272298
"639",639,-18101925.4902797,-7422835.23516182,8014.84180532724,6532.83553743968,-10679090.2551179,1482.00626788755,40319215.6128689
"640",640,-95461651.082144,-78195583.8287756,9247.69906599432,7851.24860860153,-17266067.2533684,1396.45045739279,45195076.4012241
"641",641,-12635653.92393,-13599506.7853793,9264.39527723765,8029.34002132418,963852.861449299,1235.05525591347,23737252.2568201
"642",642,-71392259.7092441,-53425744.2717005,5455.94645702847,4653.89088406812,-17966515.4375436,802.055572960347,34007626.8967506
"643",643,19729842.0868289,17690898.326944,8732.21697428537,7163.59180921345,2038943.7598849,1568.62516507191,29333559.5415534
"644",644,-115512556.094619,-94496372.030518,7561.0897193115,6302.34238342098,-21016184.0641012,1258.74733589052,46191130.7819116
"645",645,-147539805.262216,-117176971.926896,9603.06787978881,8118.6107620954,-30362833.3353201,1484.4571176934,60051975.6891882
"646",646,-57257335.7964924,-31108001.4200426,10054.2100854123,8114.1514605128,-26149334.3764498,1940.05862489952,64950506.8744403
"647",647,-11620845.9193879,-11369445.1740638,10915.5462547549,8902.29237465657,-251400.745324109,2013.25388009836,40516478.3472914
"648",648,58238968.9724277,52990140.8922421,9678.9723480344,8258.84928827696,5248828.08018559,1420.12305975744,23153633.1149632
"649",649,-40919722.9572532,-36398354.9316113,9047.38155727162,7149.30737690436,-4521368.02564187,1898.07418036726,42482851.632987
"650",650,-160154770.083267,-133764205.226595,8910.32259131633,7533.21767355782,-26390564.8566721,1377.10491775851,53932663.2118422
"651",651,-54192164.7897938,-50997152.6774888,10489.7458467422,8892.40567878475,-3195012.11230497,1597.34016795746,35141815.4714542
"652",652,-117428182.245361,-95487535.2124954,9838.85007750017,8140.81173079259,-21940647.0328657,1698.03834670759,55901413.9670174
"653",653,-44847968.9745913,-46945659.7365329,10063.0117230999,8324.74964567597,2097690.76194163,1738.26207742397,32667550.7865377
"654",654,-86792265.3589894,-81802956.3171309,11200.0673757555,9516.67715519117,-4989309.04185846,1683.39022056435,38657113.4531455
"655",655,97308736.9824577,83876188.6506282,10701.013279237,9086.70040771378,13432548.3318295,1614.31287152326,18853709.0986357
"656",656,63051730.9260051,55985921.5572379,10700.5002627151,8962.50531226564,7065809.36876724,1737.99495044942,27694089.6402212
"657",657,-26715019.3398967,-28505930.4801409,7649.61724080781,6566.62824035702,1790911.14024417,1082.98900045079,19868868.8687716
"658",658,-52390723.3923658,-42569526.4513284,10684.130098995,8496.17748276413,-9821196.94103738,2187.95261623091,53580249.2656556
"659",659,-43855026.9565748,-35188700.9232024,8853.9134087053,7706.86838283634,-8666326.03337242,1147.04502586896,31607226.5507516
"660",660,-184561008.402027,-143143508.019475,10104.7290050765,7980.53461057818,-41417500.3825526,2124.19439449836,83901388.2725198
"661",661,-40241105.4913189,-20574233.8648187,12708.7582430457,10212.7591945482,-19666871.6265002,2495.99904849751,69586852.5964504
"662",662,-58284807.9827436,-46999219.3050729,7238.24080674209,5989.50401437634,-11285588.6776707,1248.73679236574,36260324.5249856
"663",663,106219819.230619,90625298.5194573,11047.2211454339,9022.57746081986,15594520.7111616,2024.643684614,24898352.9811184
"664",664,-99566140.0747727,-80996451.0787096,9916.55530629479,8654.09586265344,-18569688.9960631,1262.45944364136,43818877.8688902
"665",665,95944491.2312034,82824054.2671806,8579.75602554283,7318.06735444782,13120436.9640228,1261.68867109501,12113336.4578773
"666",666,-5682698.69405638,-3684177.53249409,9209.25017074886,8205.96252076904,-1998521.16156229,1003.28764997982,22064274.1611587
"667",667,-63481630.8649284,-55159026.2796376,8413.09693607439,7528.39382756647,-8322604.58529089,884.703108507912,26016666.7554491
"668",668,-59648614.2350394,-50665014.8523929,12190.3934491016,9974.64642983988,-8983599.38264647,2215.74701926171,53298539.7678807
"669",669,-57154156.0305961,-44420985.2908068,7311.44560129878,6073.86054282468,-12733170.7397892,1237.5850584741,37484871.9092713
